Unnamed: 0,id,title,detail,condition,is_completed,price,location,source,model,model_type
512,1b705050-11ad-49af-9fe2-4346a5505771,스토케 비트 블랙 (정품 / 상태 A급 / 절충형) 유모차,스토케 비트 블랙 - 상태 A급 - 정품 - 절충형 - 정품 윈드커버 같이 드립니다. 블랙 색바램 없이 상태 좋습니다. 36개월 까지는 휴대용 없이도 잘 사용했습니다. 20년 8월 구입. 접이식 절충형 이어서 트렁크에 보관하기 좋습니다. 승용차트렁크도 공간 확보 충분합니다. 고양지역은 원하시면 제가 가져다 드릴 수 있습니다^^,사용감 적음,True,250000.0,경기도,daangn,beat,절충형
515,1b85438b-77d0-4867-a551-48d59e4cf5a4, 미개봉새상품  스토케 요요3 블랙 블랙프레임 유모차,스토케 요요3 유모차 블랙프레임  블랙색상이고현대백화점 무역점에서 주문했고7월배송왔습니다 택배받은 박스 그대로 보관중입니다  레그레스트포함 육아중이라 직거래는 집앞 근처 협의후 가능합니다   직거래 시 66만원에 드립니다 ,새 상품,False,688000.0,수색동,bungae,yoyo,
524,1c0726d0-8a63-4477-968a-91ecfbec0502,스토케 익스플로리 엑스 디럭스 유모차 (상태좋음),"제가 스토케 알아볼 당시에 유명한 디럭스 유모차(부가*, 미*자리) 여러대 끌어보고 왜 스토케가 알아주는지 확실히 알겠더라고요! 주행감이 남다르게 부드럽고 안정적이더라고요 21년도 제품이지만 아이가 어느 정도 크고 나서는 휴대용이랑 함께 쓰다 어린이집 다니고부터는 거의 모셔 두어 상태는 아주 좋습니다 다만, 여지껏 모르다가 사진 찍을때보니 손잡이가 살짝 까져있는데 순간 어디에 찍힌거 같아요 그외 발판 생활 기스 있는 정도에여 보관 가방은? 안쪽 보시면 새거 같아요 잘 닦이는 소재라 오염은 딱히 없는 거 같아요 본품+음료 거치대 오맘 방풍커버 / 핸들에 거는 장난감 필요하시면 함께 드릴게요 고덕역 이마트 근처 명일파출소에서 거래하고 싶습니다",사용감 많음,True,520000.0,서울특별시,daangn,explori,디럭스
525,1c0ac392-be25-46ba-bf86-e242741e25c7,스토케 유모차 양산 판매합니다.,"스토케 익스플로리 구성품인 양산 판매합니다. 연결 잭은 없고 양산만 있어서 저렴하게 내놓습니다~  아기가 어려서 문고리거래 원해요.  선입금 후 주소 알려드립니다.  중고물품인 만큼 예민 맘, 대디는 정중히 사양합니다.  중고물품거래라 교환, 환불은 불가능해요.",사용감 많음,True,2000.0,경기도,daangn,explori,
526,1c0f2c2b-1cb9-4022-8c4e-590445bb999c,스토케 크루시 유모차,"스토케 크루시 유모차 재당근 입니다. 아기가 거의 친정에 있어서 몇번 사용 안했지만, 사용감은 있습니다. 색상은 그레이이고, 부속품은 신생아시트, 레인커버, 모기장, 방풍커버(와우베이비), 우산, 컵홀더 있습니다.",사용감 적음,True,30000.0,,daangn,crusi,
534,1c4e87ad-3a3f-44f8-8afc-16a4c3ffbefb,스토케 익스플로리 V4 유모차,"스토케 익스플로리 유모차 판매합니다. 손잡이 높이 조절도 되고 양방향으로 볼 수 있어서 정말 잘 쓸 것 같았는데ㅠㅠ 아이가 유모차 거부가 좀 있었던지라…. 유모차 끌고 나가서 아기띠하고 끌고 다니기만 한 섯 같네요ㅠㅠ 많이 쓰지도 못하고 보관만 하고 있었습니다. 집 정리하면서 판매합니다. 잔기스가 좀 있을 수는 있어도 전체적으로 컨디션 괜찮은편입니다. 컵홀더, 파라솔, 레인커버, 방충커버 같이 드려요~ 부피가 있어서 직거래 또는 문고리 희망합니다.",사용감 적음,True,150000.0,서울특별시,daangn,explori,
535,1c52197c-9e40-4ff2-91a0-9f6486260f31,거의 새것급! 스토케 요요3 뉴본쉘(신생아가능) 풀구성! 쿨거래 환영,"*마지막 가격내림* *쿨거래시 추가 네고 용의 있음* 스토케 요요3 뉴본쉘 (신생아용) 판매합니다. 연년생이라 쌍둥이 유모차로 넘어가게 되어 아쉽게도 판매하게 되었어요 ㅠㅠ 실사용 기간이 한 달도 채 되지 않아 거의 새것과 다름없는 최상급 컨디션을 자랑합니다! 받아보시면 정말 만족하실 거예요. 사진에서 보시는 것처럼 정말 깨끗해요! 실사용 기간이 짧아 사용감이 거의 느껴지지 않습니다. 특히, 아이가 직접 닿는 내부 시트는 깔끔하게 세탁까지 완료해 두어서 바로 사용 가능하세요!  본체와 발판 기본 구성에 더해, 컬러팩 교체 시 필요한 등판과 모든 부품까지 함께 드립니다. (별도 구매 비용 절감!) 커넥트 악세서리 장착 때문에 하단부 바구니 옆에 연결 자국이 살짝 남아있습니다. (사진 확인 필수!) 크게 눈에 띄는 정도는 아니며, 사용하시면서는 전혀 불편함 없으실 거예요. 현재 악세서리는 분해해서 파우치에 깔끔하게 보관 중이니, 파우치 채로 가져가시면 됩니다. 상식이하의 무리한 네고는 어렵습니다만, 쿨거래 시 시원하게 네고해 드릴 용의 있습니다! 궁금한 점 있으시면 편하게 문의 주세요.",사용감 적음,True,450000.0,경기도,daangn,yoyo,
536,1c56f1ae-d3e8-41d3-9a07-30fd8bb58878,익스플로리 디럭스 STOKKE 유모차 (Winer Kit),"최고급 사양(겨울커버, 발싸게, 짐받이 캐리어)의 익스플로러 STOKKE 유모차 판매합니다. ※유모차계의 귀족! ^_^ 귀하의 사랑스럽고 귀한아이 나들이 정~말 좋아요! - 승차감과 핸들링이 최고급 제네시스급! - 시트 높이 조절. - 양대면 가능. - 넉넉한 앞,뒤의 수납 공간. - 다양한 액세서리 호환 가능. - 분리하고 접어서 보관됩니다. - 깨끗하게 세탁해서 바로 사용하시면 됩니다. - 뒤 짐받이 캐리어 불필요시 붙여(강력자석)서 사용됩니다. ※하남시와 강동구지역, 연료비 3천원 추가하시면 댁까지 배달해 드립니다. 010-2642-4648 문의주세요. ^_^",사용감 적음,True,80000.0,서울특별시,daangn,explori,디럭스
540,1c66690d-b5ea-4668-b49f-ee1018762ef2,유모차 스토케 익스플로리 윈터킷 포함,직접 구매했고 아이가 너무 빨리 커 실 사용은 얼마 못하고 쭉 방안에만 고이 모셔둔 유모차 팝니다. 그만큼 유모차와 구성품 상태 모두 매우 좋습니다. 주변에 아이가 태어나면 주려고 했던 유모차인데 아이가 없네요;; 직접 가지러 오셔야 하며 사진들 보시고 추가 사진 요청하실 수 있으며 이유 있는 네고는 가능합니다.,사용감 적음,True,350000.0,서울특별시,daangn,explori,
547,1ce9a995-4c36-4ba6-8ff0-556cc6d9efae,스토케 트레일즈,"19년도 겨울 새제품(현대백화점/스토케 정품등록 완료)사신분께 당근으로 구입했어요! 당시 신생아는 무조건 디럭스 유모차를 사고자 했었고(아기 머리흔들림) 사용 기간이 짧음을 고려해서 중고로 구매했습니다 휴대용 유모차 써보신분들은 알겠지만 덜컹덜컹한 도로는 아기가 엄청 흔들려서 특히 신생아 한테는 안좋겠더라구요 그래서 알아본것 중 스토케 트레일러가 오프로드 휠이 있어서 유모차중엔 탑으로 흔들림이 없이 안정적이더라구요! 난 동네 산책 아기랑 매일 하겠다 하시는분들은 꼭 추천드립니다 특히 주위 환경상 비포장 도로가 많거나 굴곡이 있는곳은 더욱더 추천 드려요 아이가 유모차를 별로 안좋아해서 많이 안타서 바퀴쪽 긁힘 빼고는 전체적으로 매우 양호합니다 시트 및 차양막은 보풀 하나 없어요 당근해올때 손잡이는 정품 스토케로 가죽 교체 했어요 해짐 하나도 없어요 바퀴는 두개에요( 오프로드휠(자전거바람넣는걸로 채워줘야함, 일반 휠) 원하시면 둘다 드릴게요",새 상품,True,90000.0,,daangn,trailz,디럭스
552,1d032c67-c4fe-47c6-90d2-5040b870d386,스토케 크루시 디럭스 유모차,"스토케 크루시 16년도에 구입했어요 첫째째 샀는데 첫째는 거의 안타고 둘째가 조금타서 연식에 비해 컨디션은 좋은 편입니다. 생활 스크레치들은 있지만 눈에띄게 거슬리는 손상은 없어요 손잡이 항상 커버이용하고 커버빼고 사용한적 없어서 매우 깔끔해요 패브릭부분이염 얼룩등 없이 깨끗해요 업체 세탁한번 하시면 더 깔끔할 듯 합니다. 아래 수납바구니도 커서 마트쇼핑이나 첫째 등원때 가방 등 다 때려넣기 좋아요 ***구성품 : 모기장, 레인커버, 담요, 가방, 방수패드 (이 다섯가지는 한번도 사용안했어요) 신생아용등쿠션, 우산, 방풍커버 (사용했어요) **방풍커버는 고정 고무줄이 끊어 졌어요 수선 또는 방풍커버만 따로 구매 하시면 되는데 일단은 함께 가져가세요 세컨용으로 쓰시더라도.. **사진에 있는 모빌2개는 원하시면 함께 드릴게요^^",사용감 적음,True,130000.0,부산광역시,daangn,crusi,디럭스
557,1d2d5e62-ec23-46f2-b39d-16c6ef6014a9,스토케 익스플로리 유모차 팝니다,스토케 익스폴리 유모차 나눔합니다 당근해서 몇번 안태웠는데 아기가 커서 이제 디럭스 탈필요가 없어 내놓습니다 손잡이부분 까짐 살찍 있지만 깨끗하고 잘 굴러가고 이상없습니다! 깨끗하지만 중고인점 감안해주세요 방풍커버 모기장 쿨시트 하단부 가방까지 다 드려요~ 직접 가지러 와주셔야합니다!,사용감 적음,True,10000.0,,daangn,explori,디럭스
570,1da92532-7eb2-46be-9efe-62f078d1b9b1,스토케 크루시 유모차,"스토케 크루시 디럭스형 유모차 판매합니다. 아기 7개월쯤~두돌까지 1년반정도 휴대용 유모차와 번갈아가며 사용했어요~이후 보관만 하다 판매합니다! 멜란지 그레이 색상으로 핸들링이 너무 좋고 아래 바구니가 넓어 아기용품 담아 외출하기 정말 편했네요. 브레이크 작동 이상 없고 얼룩 낙서 등은 없지만 기스 등 사용감 있어요(사진 참조) 시트는 커버 씌워 사용해 전반적으로 깨끗합니다. 구성은 다음과 같아요 - 유모차 본체 - 컵홀더 - 양산(보관만 함) - 와우베이비 방풍커버(위쪽 색바램 있고 씌우면 보이진 않지만 발이 닿는 바닥 쪽 비닐이 벗겨졌어요~지퍼 잘 열리고 커버 자체엔 뜯어진 부분이 없어 사용에 지장은 없습니다. ) - 레인커버(보관만 함) - 시트 커버(세탁완료, 사용감 있음) - 신생아시트(사용 안함) - 사용설명서 상태 직접 보시고 구매 결정하셔도 됩니다. 필요하신 분 편하게 연락주세요 :)",새 상품,True,280000.0,경기도,daangn,crusi,디럭스
575,1de18be4-4070-4304-919e-467c825a6d2a,스토케 유모차 퍼플,스토케 유모차 퍼플 색상 나눔합니다 - 스토케 익스플로리 모델입니다 - 신생아부터 5세까지 사용 가능해요 - 최대 22kg까지 태울 수 있어요 - 양대면 기능으로 아이와 마주보며 산책할 수 있습니다 옛날모델이긴하지만 작동상 이상 없어요 사용감 많구요 세탁하셔야해요 컵홀더랑 방수커버도 있어요 혹시 필요하신분 있나해서 나눔올려봅니다,사용감 많음,True,40000.0,서울특별시,daangn,explori,
578,1e1949fe-1a01-4be2-8f39-6a5c6a2f3823,스토케 익스플로리 v6 디럭스 유모차,"스토케 익스플로리 v6 디럭스 유모차입니다 동네 산책 때 요긴하게 썼습니다 아기도 편한지 유모차 거부없이 편안하게 잘 썼고 6개월 이전엔 유모차만 타면 잤어요 깨끗하게 쓰긴 했으나 중고품이니 그 점 감안해주세요 마니또 방푸커버, 스토케 정품 컵홀더, 그냥 컵홀더, 가방고리, 설명서 , 폴레드 통풍시트도 드릴게요~ 반품 불가이니 신중하게 구매바랍니다.",사용감 적음,True,180000.0,대전광역시,daangn,explori,디럭스
581,1e430a0e-4fdb-4358-87ad-4a7fd757518a,스토케 스쿠트 유모차,"PS4 Pro 화이트 잔기스 많아서 싸게 팔아요 hdmi선 밖에 없어서 다른 선은 따로 구하셔야 합니다90,000원장기동·1일 전",사용감 많음,True,646464646.0,대구광역시,daangn,scoot,
585,1e96b1c4-84ee-49b9-930c-05681b833bd9,"스토케 스쿠트 유모차, 아기바구니","스토케 아기바구니 이지고 스토케 스쿠트 유모차입니다 사용감은 있으나 깨끗합니다. 각각 별도 구매의 방풍커버 포함입니다. 아기바구니는 유모차에 거치 가능하고, 아기때는 카시트로 사용가능합니다.",사용감 적음,True,25000.0,,daangn,scoot,
589,1eb1e3d9-043c-4018-872c-247dd6371ceb,스토케 익스플로리 v3 디럭스 유모차,"오래된 모델이고 사용감 많아요(사진 참고해주세요) 튼튼하고 핸들링 좋아서 아기 잘 사용하다 휴대용으로 넘어가면서 내놔요 :) 문고리거래 예정이고, 이대로 가져가실 수 있는분만 연락주세요! 해체 못해드려요 ㅠㅠ *방풍커버 함께드리고, 컵홀더 같이 있는데 사용해본적이 없어서 직접 가져가셔서 체결 되는지 확인해보셔야 할 듯 합니다",사용감 많음,True,13000.0,서울특별시,daangn,explori,디럭스
591,1ef69785-57c8-4ea9-b2d9-75c0a6ad66d7,스토케 익스플로리 유모차,지인께 받은 유모차인데 한번도 사용안하고 보관만 했습니다 시트는 세탁완료! 생활기스있습니다 중고인점 감안하시고 저렴히 가져가실분 사진상 구성이 전부입니다 정확히 어떤 버젼인지는 잘 모르겠습니다..! *환불불가 *선입금문고리거래,사용감 적음,True,50000.0,세종특별자치시,daangn,explori,
599,1f3212ec-8d52-41ef-84a4-2d32c85ec369,스토케 크루시 디럭스유모차,첫째때 잘쓰고 둘째도 꼭 쓰고싶어서 재당근한 제품입니다. 아래 장바구니쪽이 아주 넉넉합니다. 스토케라 핸들링은 물론 좋습니다. 쨍한 색상이라 아이가 앉으면 얼굴이 환해 보여서 좋았고 당근해오자마자 전체 세척해서 바퀴에 구리스칠까지 완료한 상태입니다. 물론 시트도 전부 분해해서 손세탁하고 쓰고있습니다. 첫째 등하원때 주로 쓰고 있어 깔끔한편입니다. 둘째만 태우고 다니니 자꾸 첫째도 타고싶다해서 쌍둥이 유모차로 바꿀려고 판매합니다. 락 걸었다가 풀면 한번 후진후 직진해야하는데 내르막에 갑자기 굴러갈까봐 그렇게 되어있는걸로 알고있습니다. 그로인한 환불 안됩니다. 정품 신생아시트 있고 사제 컵홀더 같이 드릴게요 사용감은 재당근이라 있어서 저렴하게 올렸으니 감안해서 구매 바랍니다. 아기가 있어 집앞에서 거래 합니다. 육아중이라 답이 늦을 수 있습니다. 예민하신 분은 패쓰해주세요. 개인간의 중고상품 거래이므로 교환 및 환불은 불가능합니다. 계좌이체 안받습니다.,사용감 적음,True,41000.0,,daangn,crusi,디럭스
600,1f42e861-27fb-4bc4-945e-b75a4508a40e,스토케 익스플로리 v6 멜란지그레이 디럭스유모차,"스토케 익스플로리 v6 멜란지그레이 색상입니다. 정품 우산, 풋머프, 컵홀더 맘네스트 방풍커버, 유모차 걸이 모두 포함입니다. 상태 괜찮지만 생활 기스들 있습니다. 닦기 전에 사진 찍었는데 소독 티슈로 한번 닦아서 드릴게요ㅎㅎ",사용감 많음,True,290000.0,경기도,daangn,explori,디럭스
603,1f857b27-ebc4-4071-831a-e00001d7767f,스토케디럭스유모차+유모차용품,스토케크루시 재당근입니다! 장바구니가 엄청 커서 마트다닐때 너무 편했고 바퀴가 크고 튼튼해서 그런지 아기 머리 흔들림이 없어서 9개월동안 너무 잘썼어요! 제가 손목이 안좋은데 디럭스치곤 핸들링도 나쁘지않아 길 안좋은곳도 부담없이 다닐수있어요! 하얀버튼부분에 커피자국이 약하게 있는데 안지워져요! 사진확인해주세요! 방충망이랑 유모차용휴대폰걸이 햇빛가리기용 우산 정품컵홀더 추가로 총4가지 더 드립니다! 사진 잘 확인해보시고 연락주세요! 침받이?와 핸들부분 세탁도 완료했고 바퀴랑 하체부분은 따로 물세척해서 깨끗하지만 예민하신분은 패스해주세요! 가격제안도 받을께요! 중고특성상 환불.반품 안됩니다!,사용감 적음,True,80000.0,대전광역시,daangn,crusi,디럭스
605,1f8b8485-607c-4901-8f21-db6c7f6103e0,스토케 익스플로리 V6 유모차,스토케 익스플로리 V6 유모차 컵홀더 있습니다 항상 유모차라이너를 사용하여 시트는 사진에 보이듯이 오염없이 깨끗합니다 손잡이 아랫부분에 살짝 스크래치 있네요 ㅠ 마지막 사진 확인 부탁드려요 직접 와주셔야 합니다,사용감 적음,True,260000.0,부산광역시,daangn,explori,
619,202b8b95-2e5c-4ede-8e5f-698ccc91cb05,스토케 익스플로리 유모차 블랙,"스토케 익스플로리 유모차 판매합니다. 재당근이지만 전체적으로 깨끗하게 사용했고, 바퀴에 약간의 사용감이 있어요~ 색상은 블랙이고, 세련된 디자인입니다. 손잡이도 조금 사용감이 있어요. 아기가 편안해 하고 젤 좋아한 유모차 인데 2대가 더 생겨서 판매해요 추가 구성품들이 많은데 캐리콧, 방수커버 등 한번도 사용을 안한 것들 그대로 다 드립니다. 가격조절 가능하니 연락주세요. 유모차는 부피가 커서 차량으로 싣고 가셔야 하며 환불은 불가합니다 ㅠㅠ *유모차 시트는 찝찝하시면 세탁 한번 하시고 사용하세요~",사용감 적음,True,80000.0,부산광역시,daangn,explori,
621,20486fec-a5b6-46a0-b50a-918279e35eea,스토케익스플로리 디럭스 유모차 세탁완료 ,세탁했습니다 투명 레인커버같이드릴게요,사용감 많음,False,58000.0,관문동,bungae,explori,디럭스
622,204b537b-ae02-4401-91fe-d7f535e9ae9f,스토케 익스플로리 v5 판매,"시트 가방은 v5, 바디는 v6 직수입 구매한 제품입니다 바디 보시면 v5랑 달라요 v6는 손잡이만 당기면 접힙니다 v5는 손잡이+발도 눌러야해요 저도 한아이 쓰고 깨끗한 중고 구매해서 사용했고 둘째 사용할까 싶어 세탁하고 보관했는데 계획없어 내놓습니다 딱 돌 까지 잘 사용한 것 같습니다 부속품은 고리2개 컵홀더 방풍커버(manito) 모기장(manito) 햇빛가리개(wowbaby) 바퀴커버 쿨시트(기본) 신생아이너시트(기본) 방한커버와 레인커버는 굳이 필요없어요 겨울에도 방풍커버만 해도 안에 습기짱짱하니 덜 추워요! 비오는날에도 방풍커버 간단하게 쓰면되구요 너무 춥고 비많이 오는 날은 어짜피 윰차로 오래 못 다닐꺼라 제가 드리는 것들만 사용하시면 더 사실 것 없으실 거에요 ! 스토케 우산도 걸리적거리고 실용성 제로입니당 스토케는 캐노피가 많이는 안내려와서 석양지는 해는 햇빛가리개로 다니시면 아기 잠도 잘자요! 사진에 보이는 손잡이에 걸린 가방 필요하시면 드립니다 보통 스토케는 넘어뜨리거나하면 기스가 손잡이에 많아요 그런데 이건 손잡이 커버 씌어 쓰신 걸 제가 구매했고 저도 씌우고 사용했습니다 벗겨보면 약간 아랫쪽 가죽에 기스있는 정도고 겉보기엔 깨끗합니다 위로 쳐 올려야 보이는 부위라 안보입니다 세탁업체 맡겼다가 보관중입니다 사진 필요하시면 더 보내드립니다 직수 제품이라 수리는 어렵겠습니다만, 워낙 고장나지않는 유모차라 ,, 저는 완전 만족하며 사용했어요 솔직히 디럭스로 강추 드리고싶어요 덜덜거림, 바퀴헛도는 것 없이 묵직하고 핸들링 부드럽습니다 손잡이와 시트는 높이 조절 범위가 큰 편이라 키큰 남편이랑 같이 끌기는 최고입니다 솔직히 요거랑 휴대용으로 요요가 최고의 조합이라 생각합니다  (일단 디럭스와 휴대용 조합이 편하고 좋아요^^) 유모차는 sm3정도의 차에는 접으면 딱 들어갑니다 그런데 트렁크는 좀 비우고 가지러오셔야합니다 오셔서 보시고 결정하셔도 됩니다 가지러 오시기 곤란하시면 멀지않은 거리라면 가져다 드릴게요 ~! (대신 아기 까까정도 받을게요^^) 제품 하자가 아닌 단순 변심은 환불 어렵겠습니다 연락주세요 ^^",사용감 적음,True,260000.0,,daangn,"yoyo, explori",디럭스
623,204ea8a8-1832-4e57-8546-36611be506a6,스토케 요요3 봉쁘앙 새상품,"스토케 요요2 유모차 새상품입니다 현백판교에서 샀고 여행가려고 미리 주문했는데 배송이늦어서 다른거사서썻네요 프레임은 블랙이예요~ - 6개월부터 48개월까지 사용 가능해요 - 초경량이라 휴대하기 편해요 (6.2kg) - 기내 반입 가능한 사이즈입니다 - UV 50+ 자외선 차단, 방수 기능도 있어요 박스도 그대로 있어요~",새 상품,True,760000.0,서울특별시,daangn,yoyo,
624,205c58d3-cea6-4476-8801-bdf9e2364e70,스토케 스쿠트,"스토케 스쿠트 재당근해서 3개월 정도 세컨으로 사용하고 내놓습니다 구매 당시부터도 바퀴상태나 전체적으로 깨끗한 상태였고 쨍한 빨강색이 예쁜 유모차예요 정품 컵홀더 정품 모기장, 레인커버 따로 구매한 사계절 이너시트 드립니다 직거래만 가능하고 교환 환불 어려운 점 양해바랄께요 가까운 곳은 직접 가져다 드릴 수도 있어요",사용감 적음,True,30000.0,서울특별시,daangn,scoot,
629,208f5671-cd84-459a-a74f-0373f2acec96,스토케 익스플로리 v3,스토케 익스플로리 v3 구버전 재당근해요~ 집에서 사용하던거 당근받아와서 몇번만 쓰고 다시 당근해요~ 핸들링 너무 좋아서 동네에서 몇번 끌고다녔네용 유모차가 집에 3대나 있엇어가지고 많이 사용안해서 지금도 상태 좋아요~ 얼른 가져가주세요~~,사용감 많음,True,30000.0,서울특별시,daangn,explori,
630,20a46779-8717-498e-b825-c647c0d701b8,스토케 익스플로리 v6 유모차 올블랙 풀세트(베이비시트 포함),"스토케 익스플로리 v6 유모차입니다. 3개월 전에 당근으로 구매했는데 세탁만 하고 부모님 집으로 가는 바람에 거의 사용을 못해서 재당근합니다. 상태는 보시면 아시겠지만 상당히 좋고, 기존에 신세계에서 새상품사서 아파트 단지 몇번만 다녔다고 하네요. 블랙컬러라서 매우 심플하고 고급스럽습니다. 품질은 스토케라 말할 것도 없구요. 저도 디자인이랑 디럭스기능 보고 보자마자 반해서 구매했는데 본가로 가서 아쉽지만 판매합니다. 구성품: 유모차 본품+베이비시트+정품 컵홀더+정품 양산(꽂는 부분이 약간 깨졌지만 티안남)+마니또 방풍커버",새 상품,True,400000.0,서울특별시,daangn,explori,디럭스
631,20bd7110-886c-4252-94b5-d77daa143d97,스토케 트레일즈 오프로드 디럭스 유모차,"트레일즈 오프로드 휠 팝니다. 생활기스는 당연히 있습니다. 깨끗히 사용했고 뚜벅이에 봇짐러인 저는 넓은 바구니에 많이 싣고 다니며 편하게 사용했네요. 기스 디테일 사진 보시면 됩니다. 바퀴는 보시다시피 탄탄합니다.( 공기 주입 ) 핸들 커버 껴 있고요, 구성품은 사진처럼 모기장, 방풍커버, 풋머프, 신생아시트 입니다.",사용감 적음,True,60000.0,서울특별시,daangn,trailz,디럭스
633,20c4d36d-e68e-4004-8fe8-2d16dfd8da98,스토케 익스플로리 유모차 블랙,스토케 익스플로리 유모차 블랙 색상이에요 아이 키우면서 정말 잘 썼어요! - 신생아부터 15kg까지 사용 가능해요 - 높이 조절이 가능해서 허리 부담이 덜해요 - 양대면 기능으로 아이와 마주보며 외출할 수 있어요 - 아래 수납 공간도 넉넉해서 짐 넣기 편해요 방풍커버. 캐리콧 베시넷. 같이 드릴게요. 캐리코슨 신생아때 아주 잘 썼어요 사용감있으니 예민맘 피해주세요. 구매취소 안됩니다. 현관앞 비대면거래원합니다.,사용감 많음,True,10000.0,대구광역시,daangn,explori,
637,20fc1633-d3ff-4eb1-8ae7-3b12da7298d1,디럭스유모차 스토케 익스플로리 v5,"디럭스 유모차 스토케 익스플로리 v5 재당근인데 상태좋아요~!! 커버 다분리해서 세탁은 두달전에 했고 라이너쓰고 사용해서 앉는부분은 아기 몸이 닿은적 없어요~ 날이 더워서 밖에 잘안나가서 많이 사용은 안했어요! 아기가 육개월전에는 확실히 디럭스가 안정감있어서 꼭써야하는데 사용시기가 짧은만큼 당근으로 저렴하게 구매하세요! 저희는 아기가 이제 육개월돼서 휴대용으로 넘어갑니다 방풍커버, 우산, 컵홀더, 섬머키트 다있어요! 중고거래 특성상 환불은 어렵습니다. 내용,사진 잘읽어보시고 신중한구매 부탁드려요. 육아중이라 문고리 거래합니다.",사용감 많음,True,70000.0,경기도,daangn,explori,디럭스
638,2104a0f6-aa10-4686-b628-1cc46ee67ae1,스토케 트레일즈 유모차 팔아요!,"스토케 트레일즈 유모차 팔아요! 유모차 밑에 짐가방 놔둘 공간이 넉넉해서 장보거나 물건 실을 때 정말 편리합니다. 둘째 때 새로 구입해서 사용했고 이제 휴대용 유모차 타고 다녀서 깨끗하게 보관하다 내놓습니다~ 구성품으로 방풍커버, 레인커버, 모기장, 컵홀더 같이 드릴게요! 컵홀더는 조금 부서져서 본드 붙여놓은 상태인데 사용하시는데는 아무 지장 없어요 (사진 보시면 될 듯합니당) 사용감은 당연히 있구요, 예민하신 분은 정중히 거절합니당 *월성동이에요 :)",사용감 적음,True,250000.0,대구광역시,daangn,trailz,
648,2153faaf-1065-4ebb-98e9-5d9f7c6b75a4,스토케 익스플로리 유모차 판매합니다,"스토케 익스플로리 유모차 판매합니다 정확한 시리즈는 모르겠으나 V4나 V3인 것 같아요 직거래 선호하며 직접 가져가셨음 좋겠습니다~ 상태 깨끗하고 튼튼합니다 좋습니다~ 손잡이 부분에 까짐이 조금 있으나 사용하는데 문제는 전혀 없습니다 색은 네이비 색이고, 방풍커버는 멜란지색입니다 방풍커버와 컵홀더, 투명커버까지 있습니다 아이와 마주보도록 돌릴수도 있습니다 쿨거래 시 네고 해드리겠습니다",사용감 적음,True,40000.0,,daangn,explori,
653,217b6bd4-78f8-4174-93b5-377c86b57024,스토케 트레일즈 클래식 유모차 (상태 최상),신생아용 유모차 스토케 트레일즈 클래식 정품 모델입니다. 신생아때 몇번 쓰고 계속 보관만 하고 있었습니다 매뉴얼 같이 드리며 상태 좋습니다. 튼튼해서 신생아때 안정감 있게 쓰기 좋으며 핸들링도 좋습니다. 구매 시 약 150만원 넘게 했었네요 구매 의사 있으신 분들은 문앞에 실물보시고 최종 결정하셔서 가져가심 되십니다.,사용감 적음,True,150000.0,대전광역시,daangn,trailz,
655,21916ee9-52a3-43a8-a289-1e2801c0691a,(유모차)스토케익스플로리,2018년구매 자녀계획으로 판매시기가 늦어졌으며 둘째출산후 사용하려했으나 코로나시국으로 바깥외출을 거의 하지 않다보니 유모차사용을 하지 못했어요 실사용이 정말 적습니다 10번도 채 되지않습니다 다만 긴보관으로 생활먼지는 있을 수 있습니다 감안해주세요 컵홀더와 커버도 함께 드립니다,사용감 적음,True,340000.0,제주특별자치도,daangn,explori,
656,21a072de-1951-468e-8eed-fc6f014853d9,스토케 크루시 유모차,스토케 크루시 유모차 판매합니다. 물려받아 잘 쓰다 판매합니다. 지금은 안파는걸로 알고있어요. 짐을 많이 담을수 있어 좋았어요. 프레임에 스크래치가 조금 있습니다. 사진 참고해주세요~ 예민하신분 피해주세요~ 방풍커버랑 모기커버 같이 드릴께요~,사용감 많음,True,50000.0,부산광역시,daangn,crusi,
658,21cc581c-d7d8-49a3-bf1e-00e9c272a2c4,(22년구매)스토케 익스플로리 엑스 유모차,아이가 22년 4월생이고 태어날쯤 이것저것 따지다가 가장 마지막에 구매한것이 유모차입니다 제조는 21년9월입니다 코로나때문에 손가락에 꼽을정도로 외출을 몇번 못하고 1년이상 보관만했는데 앉는시트부분에 실짝 빛바랜느낌이 있네요.. 참고해주세요. 다른 상태는 아주 아주 좋습니다:) 구성품은 추가구매한 컵홀더와 가방까지 풀세트랍니다!! 선입금 해주시고 주말에 배송까지 해드릴게요~ 엄청 싸게 올렸어요~~ 득템하세요!!! 꼭 필요하신분만 연락주세요!!,사용감 적음,True,30000.0,,daangn,explori,
663,224bdd80-fa13-40fd-be9f-a2155f9986ab,스토케 요요2 미사용제품 휴대용 유모차,"새상품 구매 후, 한번도 사용하지 않은 제품입니다. 휴대용 유모차 선물로 들어와 사용하지 않은 상품 판매합니다. 아직 정품등록도 안한 제품이니 구매원하시는 분들 연락주시면 정품등록 영수증까지 같이 드리겠습니다.",새 상품,True,400000.0,,daangn,yoyo,
