keyword,is_completed,uploaded_date,link,location,id,title,detail,condition,price,images_url,model,model_type,full_location
유모차 스토케,False,2025-03-23 11:43:49.994580,https://m.bunjang.co.kr/products/323149280?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,반포3동,42957583-d31a-4ee2-81d9-f087e7d3863a,스토케유모차 새상품 미사용,강남 신세계 백화점스토케 정식 매장200만원 구매최신형 이고 가장 비싼 최상위 모델 입니다색상도 에디션 블랙실버로 몇대 없는 모델이에요미사용 새상품 입니다박스를 뜯은건 새상품 받으면 불량인지 검수해서매장으로 알려 달라고 하셔서 검수만 했고 전혀이상 없습니다저희가 유모차를 3대나 선물 받아서200만원      150 판매 합니다  박스는 혹시 원하시면 같이드릴게요  ,새 상품,1500000.0,"['https://media.bunjang.co.kr/product/323149280_1_1742122832_w480.jpg', 'https://media.bunjang.co.kr/product/323149280_2_1742122832_w480.jpg', 'https://media.bunjang.co.kr/product/323149280_3_1742122832_w480.jpg', 'https://media.bunjang.co.kr/product/323149280_4_1742122832_w480.jpg', 'https://media.bunjang.co.kr/product/323149280_5_1742122832_w480.jpg', 'https://media.bunjang.co.kr/product/323149280_6_1742122832_w480.jpg']",,,서울특별시 서초구 반포3동
유모차 스토케,False,2025-07-23 11:43:50.081881,https://m.bunjang.co.kr/products/322912711?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,,933c8d44-16e5-4f4d-8885-cf8e053b263a,스토케 익스플로리 디럭스 유모차,물려받아서  자세한 스펙은 몰라요  한번 태워봤어요  다른 부분은 사용감 있어도  아기 태우는 부분은 깨끗하고  바로 쓰셔도 됩니다  바퀴나 다른 부분은 사용감 있으니  예민하신 분은 피해주세요  쨍한 빨강이라 너무 이뻐요  지금 사진 찍었어요  빨간 가방이랑 방풍커버 같이 드립니다   쿨거래시  네고 가능합니다   문고리 거래입니다  서울 강남  저대로 가져가셔야 합니다  교환  환불 불가입니다 ,사용감 많음,53000.0,"['https://media.bunjang.co.kr/product/322912711_1_1753786141_w480.jpg', 'https://media.bunjang.co.kr/product/322912711_2_1753786141_w480.jpg', 'https://media.bunjang.co.kr/product/322912711_3_1753786141_w480.jpg', 'https://media.bunjang.co.kr/product/322912711_4_1753786141_w480.jpg', 'https://media.bunjang.co.kr/product/322912711_5_1753786141_w480.jpg']",explori,디럭스,
유모차 스토케,False,2025-06-21 11:43:50.192738,https://m.bunjang.co.kr/products/323426713?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,태평2동,cdebb117-18cc-47f8-825f-7c73441cbf0a,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케  아기가 아빠엄마의 눈높이에서 거리적거리는 거 없이 시원하게 대화할수 있어 짜증을 부리지 않는 유일한 고급 유모차 입니다  수도권 전철역 전지역 및 대전권 무료배달됩니다  환불불가 ,사용감 없음,65000.0,"['https://media.bunjang.co.kr/product/323426713_1_1742267052_w480.jpg', 'https://media.bunjang.co.kr/product/323426713_2_1742267052_w480.jpg', 'https://media.bunjang.co.kr/product/323426713_3_1742267052_w480.jpg', 'https://media.bunjang.co.kr/product/323426713_4_1742267052_w480.jpg', 'https://media.bunjang.co.kr/product/323426713_5_1742267052_w480.jpg', 'https://media.bunjang.co.kr/product/323426713_6_1742267052_w480.jpg', 'https://media.bunjang.co.kr/product/323426713_7_1742267052_w480.jpg', 'https://media.bunjang.co.kr/product/323426713_8_1742267052_w480.jpg', 'https://media.bunjang.co.kr/product/323426713_9_1742267052_w480.jpg']",,디럭스,대전광역시 중구 태평2동
유모차 스토케,False,2025-07-21 11:43:50.346053,https://m.bunjang.co.kr/products/322645362?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,,3659bbe7-87d5-4d4f-ad52-72c2fd38b640,스토케 익스플로리 v4 유모차 가방 멜란지 그레이 ,오래된 제품이라 사용감은 있습니다택배비 포함입니다,사용감 많음,15000.0,"['https://media.bunjang.co.kr/product/322645362_1_1741914279_w480.jpg', 'https://media.bunjang.co.kr/product/322645362_2_1741914279_w480.jpg']",explori,,
유모차 스토케,False,2025-03-23 11:43:50.427029,https://m.bunjang.co.kr/products/319748523?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,,57b82ccc-172b-419e-a0d4-744143c49c62,스토케 유모차입니다,스토케 유모차입니다전체적인 상태양호합니다 하남시직거래만 가능합니다,사용감 없음,250000.0,"['https://media.bunjang.co.kr/product/319748523_1_1740552023_w480.jpg', 'https://media.bunjang.co.kr/product/319748523_2_1740552023_w480.jpg', 'https://media.bunjang.co.kr/product/319748523_3_1740552023_w480.jpg']",,,
유모차 스토케,False,2025-02-21 11:43:50.504342,https://m.bunjang.co.kr/products/317385696?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,,dad1bee2-5101-4db2-9842-af7bb40063a1,스토케 유모차입니다 하남시,상태양호합니다하남시직거래가능합니다,사용감 적음,250000.0,"['https://media.bunjang.co.kr/product/317385696_1_1739500283_w480.jpg', 'https://media.bunjang.co.kr/product/317385696_2_1739500283_w480.jpg', 'https://media.bunjang.co.kr/product/317385696_3_1739500283_w480.jpg']",,,
유모차 스토케,False,2025-02-21 11:43:50.586703,https://m.bunjang.co.kr/products/316661112?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,미사1동,ea821efd-f5d1-491a-a37d-022fda129a17,스토케 유모차입니다 택배불가 하남시직거래,상태양호합니다부피작은건 반값택배그외 일반택배가능합니다  ,사용감 적음,80000.0,"['https://media.bunjang.co.kr/product/316661112_1_1739183726_w480.jpg', 'https://media.bunjang.co.kr/product/316661112_2_1739183726_w480.jpg']",,,경기도 하남시 미사1동
유모차 스토케,False,2025-04-22 11:43:50.678102,https://m.bunjang.co.kr/products/317229381?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,송도5동,bcb06054-d791-484c-8650-2ca3de866560,스토케 디럭스 유모차 익스플로리 v6 검정색 세탁완료 ,생각보다 아기가 빨리걷기도 했고 걷는걸 좋아해서 많이 못태웠어요 진작 처분했어야 했는데 귀차니즘에    이제 내놓습니다 여아혼자 사용하여 정말 깨끗해요    보관도 실내 유모차 펜트리에 보관 했습니다사진은 방한커버 윈트키트정품 끼워둔 상태입니다   손잡이 커버있어 깨끗 영유아용 등받이 익스플로리 엑스 윈터키트  호환 방풍커버  정품 컵홀더   정품 윈터키트 별도구매했고 한겨울용   엄마장갑포함   스토케 베이비 이너시트   정품 레인커버  추가로 빨간색 커버세트도 세탁하여 보관중인데 이것도 같이 드릴게요상태는 좋은편이나 환불이 불가하니 직접 컨디션확인후 구매하시길 바래요 ,사용감 적음,550000.0,"['https://media.bunjang.co.kr/product/317229381_1_1739773118_w480.jpg', 'https://media.bunjang.co.kr/product/317229381_2_1739773118_w480.jpg', 'https://media.bunjang.co.kr/product/317229381_3_1739773118_w480.jpg', 'https://media.bunjang.co.kr/product/317229381_4_1739773118_w480.jpg']",explori,디럭스,인천광역시 연수구 송도5동
유모차 스토케,False,2025-02-21 11:43:50.774418,https://m.bunjang.co.kr/products/316005104?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,,a2f20607-c13e-44e4-8096-7c666c245561,스토케 요요2 휴대용 유모차  화이트프레임 아쿠아 ,1년전 새상품 구매 상태 좋아요정품컵홀더 방풍커버 가방걸이 유모차파우치 같이 드려요  직접 수령요망시흥대로105길12택배 20000,사용감 적음,350000.0,"['https://media.bunjang.co.kr/product/316005104_1_1739068447_w480.jpg', 'https://media.bunjang.co.kr/product/316005104_2_1739068447_w480.jpg']",yoyo,,
유모차 스토케,False,2025-03-23 11:43:50.844601,https://m.bunjang.co.kr/products/313456871?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,주안6동,001bf36c-66f6-4fc9-9bf8-de21ae6819d8,스토케 익스플로리 유모차,스토케 유모차 22년9월 신세계강남점에서 구매첫째둘째 다타고 내놓습니다 정품인증완료 사용감있음  컨디션 사진에 있어요 유모차 발판도 있어요 잠시 떼여 놨어요 사진에 오염있는부분도 찍었음 쿨거래시 세탁비 까드립니다  세탁만하면 새거랑 같습니다  현재 매장에 금액이 1 920 000원으로 알고있습니다 방풍커버 컵홀더 정품  폰거치대 고리 다 드립니다   직거래만 가능합니다  제가있는쪽으로 오셔서 직거래하셔야합니다 육아중이라 부피가 이랗게큰갈 가지고 어디끼지도 못나갑니다,사용감 적음,527790.0,"['https://media.bunjang.co.kr/product/313456871_1_1739605934_w480.jpg', 'https://media.bunjang.co.kr/product/313456871_2_1739605934_w480.jpg', 'https://media.bunjang.co.kr/product/313456871_3_1739605934_w480.jpg', 'https://media.bunjang.co.kr/product/313456871_4_1739605934_w480.jpg', 'https://media.bunjang.co.kr/product/313456871_5_1739605934_w480.jpg', 'https://media.bunjang.co.kr/product/313456871_6_1739605934_w480.jpg', 'https://media.bunjang.co.kr/product/313456871_7_1739605934_w480.jpg']",explori,,인천광역시 미추홀구 주안6동
유모차 스토케,False,2025-01-22 11:43:50.917114,https://m.bunjang.co.kr/products/309302307?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,상현1동,4d46af6d-3fd9-4ee8-8cb7-3e7e93d09f53,스토케 비트 절충형 유모차,스토케 비트 절충형 유모차 입니다180도가까이 누워져서 이너시트 쓰거나스토케 바구니 카시트 끼워서 신생아때부터 요긴하게 사용했어요차양막도 완전커서 여름에 특히 좋았어요높이가 높은것도 좋았고접는것도 디럭스 대비 비교적 간단해서 이동할때도 잘 썼습니다구성품은 본체랑 방풍커버 정품x  입니다사진과 같은 정도의 사용감이 군데군데 많으니 편하게 쓰실분이 사시면 좋겠습니다직거래는 경기도 용인 수지입니다택배거래는 적당한 포장방법이 없어 어렵습니다   ,사용감 많음,110000.0,"['https://media.bunjang.co.kr/product/309302307_1_1735780320_w480.jpg', 'https://media.bunjang.co.kr/product/309302307_2_1735780320_w480.jpg', 'https://media.bunjang.co.kr/product/309302307_3_1735780320_w480.jpg', 'https://media.bunjang.co.kr/product/309302307_4_1735780320_w480.jpg', 'https://media.bunjang.co.kr/product/309302307_5_1735780320_w480.jpg', 'https://media.bunjang.co.kr/product/309302307_6_1735780320_w480.jpg', 'https://media.bunjang.co.kr/product/309302307_7_1735780320_w480.jpg', 'https://media.bunjang.co.kr/product/309302307_8_1735780320_w480.jpg', 'https://media.bunjang.co.kr/product/309302307_9_1735780320_w480.jpg', 'https://media.bunjang.co.kr/product/309302307_10_1735780320_w480.jpg', 'https://media.bunjang.co.kr/product/309302307_11_1735780320_w480.jpg', 'https://media.bunjang.co.kr/product/309302307_12_1735780320_w480.jpg']",beat,절충형,경기도 용인시 수지구 상현1동
유모차 스토케,False,2025-01-22 11:43:50.994689,https://m.bunjang.co.kr/products/308653279?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,정관읍,7979f56e-18cb-4bba-86f5-57eab8e88078,스토케 접이식유모차,몇번쓰지않았어요  깨끗합니다  방한덮개 모기장 다 있습니다  ,사용감 없음,130000.0,"['https://media.bunjang.co.kr/product/308653279_1_1735441993_w480.jpg', 'https://media.bunjang.co.kr/product/308653279_2_1735441993_w480.jpg', 'https://media.bunjang.co.kr/product/308653279_3_1735441993_w480.jpg', 'https://media.bunjang.co.kr/product/308653279_4_1735441993_w480.jpg', 'https://media.bunjang.co.kr/product/308653279_5_1735441993_w480.jpg']",,,부산광역시 기장군 정관읍
유모차 스토케,False,2025-01-22 11:43:51.105576,https://m.bunjang.co.kr/products/308993704?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,면목본동,e3581563-a06e-46b5-a577-f73e2013c3c9,스토케비트 절충형 유모차,스토케비트 절충형 유모차직거래 중고구매후 환불불가예민맘파파패스,사용감 적음,250000.0,"['https://media.bunjang.co.kr/product/308993704_1_1735609527_w480.jpg', 'https://media.bunjang.co.kr/product/308993704_2_1735609527_w480.jpg']",beat,절충형,서울특별시 중랑구 면목본동
유모차 스토케,False,2025-08-13 11:43:51.167452,https://m.bunjang.co.kr/products/306342310?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,태평2동,b9dd9fff-ca66-4346-a55f-3a6dcec10c51,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케  고급 정품 쿠션 무,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케  고급 정품 쿠션 무료제공  대전권 무료배달됩니다  환불불가 ,사용감 없음,45000.0,"['https://media.bunjang.co.kr/product/306342310_1_1734312702_w480.jpg', 'https://media.bunjang.co.kr/product/306342310_2_1734312702_w480.jpg', 'https://media.bunjang.co.kr/product/306342310_3_1734312702_w480.jpg', 'https://media.bunjang.co.kr/product/306342310_4_1734312702_w480.jpg', 'https://media.bunjang.co.kr/product/306342310_5_1734312702_w480.jpg', 'https://media.bunjang.co.kr/product/306342310_6_1734312702_w480.jpg', 'https://media.bunjang.co.kr/product/306342310_7_1734312702_w480.jpg', 'https://media.bunjang.co.kr/product/306342310_8_1734312702_w480.jpg', 'https://media.bunjang.co.kr/product/306342310_9_1734312702_w480.jpg']",,디럭스,대전광역시 중구 태평2동
유모차 스토케,False,2025-08-06 11:43:51.230082,https://m.bunjang.co.kr/products/306328648?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,태평2동,f37b2edd-4162-48c7-86cb-ac9b5a089c16,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케  고급 정품 쿠션 무,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케  고급 정품 쿠션 무료제공  대전권 무료배달됩니다  환불불가 ,사용감 없음,45000.0,"['https://media.bunjang.co.kr/product/306328648_1_1734301184_w480.jpg', 'https://media.bunjang.co.kr/product/306328648_2_1734301184_w480.jpg', 'https://media.bunjang.co.kr/product/306328648_3_1734301184_w480.jpg', 'https://media.bunjang.co.kr/product/306328648_4_1734301184_w480.jpg', 'https://media.bunjang.co.kr/product/306328648_5_1734301184_w480.jpg', 'https://media.bunjang.co.kr/product/306328648_6_1734301184_w480.jpg', 'https://media.bunjang.co.kr/product/306328648_7_1734301184_w480.jpg', 'https://media.bunjang.co.kr/product/306328648_8_1734301184_w480.jpg', 'https://media.bunjang.co.kr/product/306328648_9_1734301184_w480.jpg']",,디럭스,대전광역시 중구 태평2동
유모차 스토케,False,2025-07-21 11:43:51.301207,https://m.bunjang.co.kr/products/306327407?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,태평2동,e925b5a8-c21d-484f-8673-12250967a409,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케  고급 정품 쿠션 무,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케  고급 정품 쿠션 무료제공  대전권 무료배달됩니다  환불불가 ,사용감 없음,45000.0,"['https://media.bunjang.co.kr/product/306327407_1_1734298151_w480.jpg', 'https://media.bunjang.co.kr/product/306327407_2_1734298151_w480.jpg', 'https://media.bunjang.co.kr/product/306327407_3_1734298151_w480.jpg', 'https://media.bunjang.co.kr/product/306327407_4_1734298151_w480.jpg', 'https://media.bunjang.co.kr/product/306327407_5_1734298151_w480.jpg', 'https://media.bunjang.co.kr/product/306327407_6_1734298151_w480.jpg', 'https://media.bunjang.co.kr/product/306327407_7_1734298151_w480.jpg', 'https://media.bunjang.co.kr/product/306327407_8_1734298151_w480.jpg', 'https://media.bunjang.co.kr/product/306327407_9_1734298151_w480.jpg']",,디럭스,대전광역시 중구 태평2동
유모차 스토케,False,2025-06-21 11:43:51.385110,https://m.bunjang.co.kr/products/306255522?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,태평2동,fc22bfdb-cd89-4c6e-b822-8bd17e0d4b00,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케  고급 정품 쿠션 무,노르웨이산 최고급 명품 럭셔리 디럭스 유모차 스토케  고급 정품 쿠션 무료제공  대전권 무료배달됩니다  환불불가 ,사용감 없음,45000.0,"['https://media.bunjang.co.kr/product/306255522_1_1734261748_w480.jpg', 'https://media.bunjang.co.kr/product/306255522_2_1734261748_w480.jpg', 'https://media.bunjang.co.kr/product/306255522_3_1734261748_w480.jpg', 'https://media.bunjang.co.kr/product/306255522_4_1734261748_w480.jpg', 'https://media.bunjang.co.kr/product/306255522_5_1734261748_w480.jpg', 'https://media.bunjang.co.kr/product/306255522_6_1734261748_w480.jpg', 'https://media.bunjang.co.kr/product/306255522_7_1734261748_w480.jpg', 'https://media.bunjang.co.kr/product/306255522_8_1734261748_w480.jpg', 'https://media.bunjang.co.kr/product/306255522_9_1734261748_w480.jpg']",,디럭스,대전광역시 중구 태평2동
유모차 스토케,False,2025-01-22 11:43:51.478602,https://m.bunjang.co.kr/products/303221233?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,봉명동,5c394cdd-61cb-424d-8d53-116d41694756,스토케 익스플로리 엑스유모차 리치블랙 새상품S급,스토케 익스플로리 엑스 리치블랙 디럭스유모차   체인징백 리치블랙 22년 초쯤 통탄 롯데백화점에서 새상품 구매했어요  유모차 164만원 기저귀가방 15만원 악세사리 포함 총 2백만원 넘게 들었어요  구매후 백화점 돌잔치참석등  실사용 7회 미만 입니다 정품박스도 그대로 다 있어요 선물해도 될만큼 진짜 새상품급 입니다 상품 보시고 구매 하셔도 되요 1 2번사진은 택배받았을때 조립후 사진 3 7번사진은  현재 사진 입니다 당시 사은품 스토케 정품컵홀더 35 000 받음마니또패딩방한커버 1회 사용 핸드머프 유모차장갑 1회사용 메쉬 모기장커버 새상품  실리콘 바퀴커버 앞커버 1곳 살짝 찢어짐 악세사리 구매하는데 26만원정도 들었는데 거의 사용하지 않아 새거나 다름없어요 구매하시면 일괄드릴께요  핸들링도 부드럽고 무엇보다 시트높이가 높아 키큰 엄마 아빠 허리 아프지 않아요  아기랑 아이컨택하기 좋구요  태우고 내리고 아이케어할때 허리 굽히지 않아도 되어서 너무 너무 편하게 다닐수있어요차양막도 지퍼까지 다 내리면 가리개 따로필요 없을 정도로 많이 내려옵니다  크기 무게가 있어서 택배비용 배송은 채팅후결정  예민하신분은 중고구매 피해주세요      매너거래 하실분만 연락부탁드려요    사이즈조언 어려워요   찔러보기  터무니 없는 가격제안 네고 사절입니다  중고거래 특성상 스크레치 사용감있어요  거래 시 꼼꼼한 확인 부탁 드려요  거래 후 반품   교환   환불   불가 합니다  신중한 거래 부탁합니다   우체국택배 이용    약속 잘 지켜주세요  너무늦은 채팅확인 답변은 다음분께 패스 꼼꼼하게 확인 하시고  거래 부탁 드려요   예민하신분은 패스해주세용            답장이 늦을수있어요  ,사용감 없음,1200000.0,"['https://media.bunjang.co.kr/product/303221233_1_1732927009_w480.jpg', 'https://media.bunjang.co.kr/product/303221233_2_1732927009_w480.jpg', 'https://media.bunjang.co.kr/product/303221233_3_1732927009_w480.jpg', 'https://media.bunjang.co.kr/product/303221233_4_1732927009_w480.jpg', 'https://media.bunjang.co.kr/product/303221233_5_1732927009_w480.jpg', 'https://media.bunjang.co.kr/product/303221233_6_1732927009_w480.jpg', 'https://media.bunjang.co.kr/product/303221233_7_1732927009_w480.jpg']",explori,디럭스,충청남도 천안시 동남구 봉명동
유모차 스토케,False,2024-11-23 11:43:51.710781,https://m.bunjang.co.kr/products/298137024?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,송부동,d8769a6f-1cc5-4c62-9fd5-cfeae67ffdfc,스토케 유모차,스토케 유모차커버2개  패드1개 있습니다,사용감 많음,50000.0,"['https://media.bunjang.co.kr/product/298137024_1_1731037546_w480.jpg', 'https://media.bunjang.co.kr/product/298137024_2_1731037546_w480.jpg', 'https://media.bunjang.co.kr/product/298137024_3_1731037546_w480.jpg', 'https://media.bunjang.co.kr/product/298137024_4_1731037546_w480.jpg', 'https://media.bunjang.co.kr/product/298137024_5_1731037546_w480.jpg']",,,경기도 군포시 송부동
유모차 스토케,False,2025-01-22 11:43:51.829832,https://m.bunjang.co.kr/products/297005384?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,약수동,e753943c-46bd-4452-8fc3-734e95ade824,스토케 유모차,스토케부품다 있어요 휠상태좋아요사진찍을때 몇개 빼놓고 찍었어요 ,사용감 많음,30000.0,"['https://media.bunjang.co.kr/product/297005384_1_1739092983_w480.jpg', 'https://media.bunjang.co.kr/product/297005384_2_1739092983_w480.jpg', 'https://media.bunjang.co.kr/product/297005384_3_1739092983_w480.jpg']",,,서울특별시 중구 약수동
유모차 스토케,False,2024-10-24 11:43:51.943694,https://m.bunjang.co.kr/products/295453473?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,,9fc21acf-01dd-42f2-96f0-4388c00aad0b,스토케 유모차 가방,스토케 유모차 가방입니다 가장 인기있는 그레이색상사용감 많지 않고  깨끗합니다 많이 수납되고 이너백 있어서 유용합니다 개인 간 거래로 반품 어려워요 ,사용감 없음,50000.0,['https://media.bunjang.co.kr/product/295453473_1_1732236159_w480.jpg'],,,
유모차 스토케,False,2024-10-24 11:43:52.191357,https://m.bunjang.co.kr/products/295461247?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,가정1동,8601ab2d-306a-4d90-b139-ce51eb899d13,스토케V3 유모차,깨끗하게 세척완료된 상태에요사용감 조금있으나 깨끗한 편이에요안전바 하단가방 있습니다뒷편 플라스탁잠금장치는 파손됬는데 이중용도라 사용하시는데 지장은 없어요핸들링좋고 브레이크잘됩니다직거래만 원해요,사용감 적음,35000.0,"['https://media.bunjang.co.kr/product/295461247_1_1729405650_w480.jpg', 'https://media.bunjang.co.kr/product/295461247_2_1729405650_w480.jpg', 'https://media.bunjang.co.kr/product/295461247_3_1729405650_w480.jpg', 'https://media.bunjang.co.kr/product/295461247_4_1729405650_w480.jpg', 'https://media.bunjang.co.kr/product/295461247_5_1729405650_w480.jpg', 'https://media.bunjang.co.kr/product/295461247_6_1729405650_w480.jpg', 'https://media.bunjang.co.kr/product/295461247_7_1729405650_w480.jpg']",,,인천광역시 서구 가정1동
유모차 스토케,False,2024-10-24 11:43:52.519742,https://m.bunjang.co.kr/products/293380553?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,쌍문제4동,f9dd2d48-6a00-4fca-b7d3-eedb2360aed0,스토케 익스플로리 v3 유모차,구성  스토케유모차컵홀더  바퀴커버 유모차커버 유모차 정리함 함께드려요상태좋아요  직거래만 가능합니다 ,사용감 적음,60000.0,"['https://media.bunjang.co.kr/product/293380553_1_1728480721_w480.jpg', 'https://media.bunjang.co.kr/product/293380553_2_1728480721_w480.jpg', 'https://media.bunjang.co.kr/product/293380553_3_1728480721_w480.jpg', 'https://media.bunjang.co.kr/product/293380553_4_1728480721_w480.jpg']",explori,,서울특별시 도봉구 쌍문제4동
유모차 스토케,False,2024-10-24 11:43:52.584947,https://m.bunjang.co.kr/products/291749178?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,병점1동,b7f8a1e6-8b29-4b8d-89b4-c392423a2f75,스토케 유모차 풀구성,너무나 유명한 스토케 유모차입니다사용후 덮개와 비닐을 덮어 보관하였고 풀구성 이외에 따로 앞바퀴 커버까지 구매하여 사용하였기에 사용감이 정말 적습니다  정품 보증서 원하시면 같이 드립니다 ,사용감 적음,200000.0,"['https://media.bunjang.co.kr/product/291749178_1_1727626029_w480.jpg', 'https://media.bunjang.co.kr/product/291749178_2_1727626029_w480.jpg', 'https://media.bunjang.co.kr/product/291749178_3_1727626029_w480.jpg', 'https://media.bunjang.co.kr/product/291749178_4_1727626029_w480.jpg']",,,경기도 화성시 병점1동
유모차 스토케,False,2025-05-22 11:43:52.673713,https://m.bunjang.co.kr/products/284540686?q=%EC%9C%A0%EB%AA%A8%EC%B0%A8%20%EC%8A%A4%ED%86%A0%EC%BC%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,월송동,3e29bc7f-f9f4-46b2-aaba-3387efc14417,스토케 유모차,새상품 입니다보관기간있어서  저렴히 내놓습니다 예민맘은피해주세요  ,새 상품,220000.0,"['https://media.bunjang.co.kr/product/284540686_1_1730858834_w480.jpg', 'https://media.bunjang.co.kr/product/284540686_2_1730858834_w480.jpg', 'https://media.bunjang.co.kr/product/284540686_3_1730858834_w480.jpg', 'https://media.bunjang.co.kr/product/284540686_4_1730858834_w480.jpg', 'https://media.bunjang.co.kr/product/284540686_5_1730858834_w480.jpg', 'https://media.bunjang.co.kr/product/284540686_6_1730858834_w480.jpg']",,,충청남도 공주시 월송동
